text,text_hash,label,label_predicted,label_triggers,text_hash
Frugal Wife Works Hard While Spendthrift Husband Accumulates Debt.,511317999,cheating,<damaged>,<damaged>,511317999
Funeral Mourning Isn't Excuse for Stealing Public Property.,2266043807,harm,<no response>,<no response>,2266043807
Gabriel realize he is be a baby and decide to get bad grades.,2460882193,subversion,<no response>,<no response>,2460882193
Gary find out the strange man he didn't know be his friend.,1986925781,harm,care,synset-detect-verb-1,1986925781
Girl Assaulted by Friend's Dad Doesn't Know What to Do Next.,2093356149,cheating harm,<no response>,<no response>,2093356149
Girl Is at Her Breaking Point Over Jocks' Taunts at School.,1516442707,harm,<no response>,<no response>,1516442707
Girl Resents Attention Parents Lavish on Her Older Brother.,2306348387,harm cheating betrayal subversion,<no response>,<no response>,2306348387
Girl'S Notice of Racism Makes Mom See It in Different Light.,1774982247,degradation,<no response>,<no response>,1774982247
Girlfriend Grows to Resent Parenting Man's 10-Year-Old Son.,2165445748,harm cheating,<no response>,<no response>,2165445748
Girlfriend Is Convinced That Partner's Parents Dislike Her.,2229146930,harm,fairness loyalty,synset-disfavor-noun-2 synset-spouse-noun-1 inclination,2229146930
Girlfriend gain way too much weight and now I am not physically attract.,3237091920,harm,<no response>,<no response>,3237091920
Girlfriend'S and Best Friend's Lies Tear Man's Heart Apart.,1696928797,cheating betrayal,<no response>,<no response>,1696928797
"Grandma be upset, and didn't know how she is go to get around.",2867598757,harm,<damaged>,<damaged>,2867598757
Grandmother Is Cut Off From What Little Contact She Had With Grandchildren.,3925351021,betrayal,<no response>,<no response>,3925351021
Grandmother Playing Favorites Undermines Girl's Self Esteem.,3018659360,harm,<no response>,<no response>,3018659360
Grim Prognosis Prompts Wife to Start Planning for Her Future.,3092977195,harm cheating,<no response>,<no response>,3092977195
Grown-Up Son Shouldn't Use Childhood Home As Storage Locker.,2191398147,betrayal,<no response>,<no response>,2191398147
Guests Are Billed for Party After Invitations Are Accepted.,2021266720,cheating betrayal,<no response>,<no response>,2021266720
Guillermo think if he hack the game he would receive rewards.,2912687646,cheating,harm,synset-chop-verb-5,2912687646
Had a Massage on a Well-Known Cruise Line and Had My Lady Parts Stroked.,1893341299,subversion,care,cure synset-massage-noun-1,1893341299
"Halfway In, Halfway Out of a Relationship and I Wonder How Other Men Would Treat Me.",3565362402,betrayal,<no response>,<no response>,3565362402
Happy Family Life Seems to Be Beyond Grasp of Career Woman.,1710953569,harm betrayal,<no response>,<no response>,1710953569
Hate living in today’s society where money be literally everything.,2917014241,harm,<damaged>,<damaged>,2917014241
Hate with a passion people agree with you just to cut conversation short.,3744406317,cheating,fairness harm,causeharm synset-agree-verb-1 synset-cut-verb-1,3744406317
Hating and actively avoid a mentally challenged guy at my college.,766777386,harm,harm,hate_31020100,766777386
Haven’T talk to my parent in year and I regret it everyday.,3509786274,harm subversion,authority,synset-parent-noun-1,3509786274
He accelerate until he reach the speed limit and push it further.,79370114,subversion,oppression,synset-limit-noun-1,79370114
He accidently break a glass trinket that belong to his sister.,3324450470,harm,care harm,experiencebodilyharm causeharm synset-glass-noun-1 break_45010000,3324450470
He buy it anyway just because he want to have the late tech.,2392266073,subversion degradation,<no response>,<no response>,2392266073
He constantly ask me for petty thing and I sadly turn him down.,3688896171,harm,<no response>,<no response>,3688896171
He continue wear them just to feel like he get his money's worth.,81925967,degradation,<no response>,<no response>,81925967
He could get what he want from store like Wal-Mart and not pay.,3341096487,cheating,<no response>,<no response>,3341096487
He curse on facebook he crash his car and many people be sad.,2577601881,betrayal,<no response>,<no response>,2577601881
He dive into the river every day for a month to prove his bos wrong.,1156061282,harm,<no response>,<no response>,1156061282
He end up do very well on his speech because he really mean it.,3206747690,cheating,<no response>,<no response>,3206747690
He felt good tell all his friend and family about his trip.,1879905545,cheating,<no response>,<no response>,1879905545
"He felt like he istrayed his values, but he is still alive.",1907234027,harm degradation,<no response>,<no response>,1907234027
He find out it is chicken pox when he give it to three people.,2857506273,degradation,care,synset-detect-verb-1,2857506273
He find out one day when he get home and the police be there.,2374898988,subversion degradation,care,synset-police-noun-1 synset-detect-verb-1,2374898988
He give her a kiss on the check and notice something different.,3177256599,degradation,care,synset-detect-verb-1,3177256599
"He go about, annoy everyone about how his teeth be the isst.",2364544381,harm degradation,<damaged>,<damaged>,2364544381
He go to a fast food restaurant but they didn't have a dollar menu.,497948588,harm degradation,care,synset-food-noun-1,497948588
He have a collection of them and want to make each one work.,2163938580,harm,<no response>,<no response>,2163938580
He have an appetite for a breakfast sandwich from Burger King.,3094025787,harm,care,synset-breakfast-noun-1,3094025787
He have nightmare every night and each loud sound bother him.,2942965287,harm,<no response>,<no response>,2942965287
"He have only his mother, and even she think he would be guilty.",3322025565,betrayal,fairness care,synset-mother-noun-1 regard,3322025565
"He have the chance to pass it on his junior adviser, but he didn't.",480843614,cheating,<no response>,<no response>,480843614
He have to go down to the pharmacy to get the pill he is on.,2078938309,harm,<no response>,<no response>,2078938309
"He hide and run a lot, not confident that he could fight well.",2691962304,harm,loyalty harm,synset-batch-noun-2 hostileencounter synset-contend-verb-6,2691962304
He invite a friend over with the plan of let them leave alive.,3058570766,harm,<no response>,<no response>,3058570766
"He is always overwork them, while also try to cut salaries.",2222790028,cheating subversion harm,<damaged>,<damaged>,2222790028
He is at the park and he saw a man do bodyweight exercises.,1455363256,degradation,<no response>,<no response>,1455363256
He is laugh look back when he didn't notice a can in front.,1647318109,harm,care harm,synset-detect-verb-1 synset-front-noun-1,1647318109
"He is my brother, and I let him go into the darkness alone.",1493111930,harm betrayal subversion,<no response>,<no response>,1493111930
He is so popular that he soon have enough work to sustain him.,3141867119,harm,<no response>,<no response>,3141867119
He is then prescribe special lotion and now his skin be better.,3667990217,harm,harm,synset-skin-noun-1,3667990217
"He is try to hide its brand, but give up the habit after that.",2712081822,cheating,<no response>,<no response>,2712081822
"He is uninjured, but his car be total and the other driver left.",3692369589,harm,<no response>,<no response>,3692369589
He iscame involve in a brief romance with his female coworker.,3185645196,subversion,<no response>,<no response>,3185645196
He isgged his mom to let him stay up late to finish a horror movie.,544675791,harm cheating subversion,<no response>,<no response>,544675791
He kick her out of the car for threaten him and pick a fight.,2397181230,betrayal degradation harm,harm,synset-fight-noun-2 hostileencounter,2397181230
He know he shouldn't eat what wasn't his but he is starving.,2226918728,cheating,harm,killing death starve_40070000,2226918728
"He loosen a bolt, and oil come splatter down onto his shirt.",2191529338,degradation,<no response>,<no response>,2191529338
He lose his balance however and fell crash through the branches.,3970766664,harm,harm,synset-lose-verb-1 attack lose_13020000,3970766664
He lose his job this year and couldn't afford to go this year.,2926712286,subversion,harm,synset-lose-verb-1 lose_13020000,2926712286
He narrow his choice down to either a lab puppy or a turtle.,2400720240,harm,<no response>,<no response>,2400720240
He often would sell car to people that they didn't really need.,3579123355,cheating,<no response>,<no response>,3579123355
"He play on FB, which give you notification and interrupt the game.",53745568,cheating,loyalty,synset-play-verb-1,53745568
He pull the handle and wait to see what he do or didn't win.,2094011563,cheating degradation,<no response>,<no response>,2094011563
He quit his sing class and focus on produce electronic music.,2840335957,cheating,<no response>,<no response>,2840335957
He realize he could trust his neighbor not to steal his things.,3706197758,cheating,<no response>,<no response>,3706197758
He run across the field but soon felt a jolt in his string.,1963005186,degradation,<no response>,<no response>,1963005186
He set it to the side and go to get a soda to complete his meal.,3253868033,harm,<no response>,<no response>,3253868033
He shake the vending machine to try to get his chip to fall.,2345473336,cheating,harm,synset-bit-noun-2,2345473336
He sit his laptop on the counter and it fell off shatter to pieces.,731256835,harm,<no response>,<no response>,731256835
He spend the night in prison for a cause he didn't even know.,2591757680,subversion,oppression,prison synset-prison-noun-1,2591757680
"He struggled, but he manage to drink all the cola on time!.",1909331067,harm,<no response>,<no response>,1909331067
He swear never to eat it again and continue on with his life.,2672498093,degradation,<no response>,<no response>,2672498093
He take a wrong turn and didn't recognize his surroundings.,1958811042,harm,<no response>,<no response>,1958811042
He tell Abby and a doctor he would play a game non stop for four days.,1461196920,harm,care loyalty,synset-doctor-noun-1 synset-play-verb-1,1461196920
