text,text_hash,label,label_predicted,label_triggers,text_hash.1,label_count,label_predicted_count,label_count_matched
I am a 23 year old female and fantasize about cheat on my husband.,3679262406,harm betrayal,subversion harm,synset-swindle-noun-1 offenses,3679262406,2,2,1
I am a MIL and I cannot reveal the reason I have for hat my daughter in law.,3174701494,betrayal,betrayal care,synset-hat-noun-1 revealsecret,3174701494,1,2,1
I am a cheater who can't communicate his feeling and I hate myself.,342169471,harm,loyalty harm,synset-hate-verb-1 socialconnection hate_31020100,342169471,1,2,1
"I am a computer addict, and because of that I have a low self of steam.",1764169813,degradation harm,care,synset-computer-noun-1,1764169813,2,1,0
I am a inch away from ruin two girl best friend lifelong relationship.,1737234813,harm,harm,destroying synset-ruin-noun-1,1737234813,1,1,1
I am a massage therapist and sometimes I'll pick my nose and eat my booger while I am massage clients.,1024140323,harm,care,synset-therapist-noun-1 cure synset-massage-noun-1,1024140323,1,1,0
"I am a massive soyboy cuck, and I fight for social justice online by censor people I disagree with.",3467649877,cheating subversion,harm,hostileencounter synset-contend-verb-6,3467649877,2,1,0
"I am a nail biter. If I take care of business on the couch, I stuff them in between cushions.",2930581520,harm,care,synset-care-noun-1,2930581520,1,1,0
"I am a smoker, when I get cancer I will not pay for treatment.",2309952866,harm,care,synset-treatment-noun-1 cure,2309952866,1,1,0
I am abuse by an ex best friend and I will never tell a soul.,2133791980,harm,harm,synset-maltreatment-noun-1 abusing,2133791980,1,1,1
I am afraid to leave my apartment because I think the zionist satellite ray will read my thought.,2824086351,harm,fairness care,supply synset-satellite-noun-1 regard,2824086351,1,2,0
"I am allergic to water, and sometimes I drink plain water to have an allergic reaction since I enjoy the feeling of it.",3915917911,cheating,care,synset-water-noun-1,3915917911,1,1,0
I am an arrogant poker shark and I lose my shirt. Literally.,2102859052,cheating,harm,synset-lose-verb-1 attack lose_13020000,2102859052,1,1,0
I am angry my husband leave my dog with people who previously lose her.,2473335266,harm cheating,harm,synset-lose-verb-1 attack lose_13020000,2473335266,2,1,1
"I am annoy that my fiancé run away every single time he is upset, no matter how little it is? and then act like nothing ever happen.",2938712122,harm,harm,happen_48030000 destroying,2938712122,1,1,1
I am annoy that my friend always expect me to sit her dog for free.,682891195,cheating,liberty,synset-free-adjective-1,682891195,1,1,0
I am attract to old men when I am a child. I still be today into adulthood.,3231586766,harm cheating,harm,synset-attract-verb-1,3231586766,2,1,1
I am boycott YouTube because of there crackdown on freedom of speech.,1740904708,cheating subversion,liberty,synset-freedom-noun-1,1740904708,2,1,0
I am bully in High school so bad it drive me to plant a fake bomb threat note on a bully to get rid of him.,3349619954,cheating,cheating harm,synset-bomb-noun-1 synset-bogus-adjectivesatellite-1,3349619954,1,2,1
"I am depressed, lonely and have a bad habbit of visit escort from time to time.",1413028854,degradation,care,synset-bodyguard-noun-1 defend,1413028854,1,1,0
I am discharge from therapy today after an intense year of constant monitoring.,2148932943,subversion,care,synset-therapy-noun-1 cure,2148932943,1,1,0
"I am emotionally cheat on my wife, but it is with a woman I amlieve be my soulmate.",3381534008,harm betrayal,subversion harm,synset-swindle-noun-1 offenses,3381534008,2,2,1
I am exceptionally nice to people who seem like school shooter material to survive the shoot if they ever snap.,4134545656,harm betrayal,care,synset-taw-noun-2,4134545656,2,1,0
I am falsely accuse of harassment. I no longer believe women.,2628589010,harm,harm,synset-harassment-noun-2,2628589010,1,1,1
"I am feed up with a customer, and ask my manager to ban them from the store.",3993574033,harm,care,synset-feed-noun-1,3993574033,1,1,0
I am get kick out of my apartment by my roommate and I am fine with it.,2001410225,cheating betrayal,harm,causeharm kick_23020000,2001410225,2,1,0
I am go to be kick out of university soon.havn't tell my parent.,3512538829,subversion,authority harm,synset-parent-noun-1 kick_23020000 causeharm,3512538829,1,2,0
I am gonna choke slam the next guy who passive-aggressively hit on me.,2038896996,subversion degradation,care harm,causeharm supply synset-choke-noun-2 experiencebodilyharm,2038896996,2,2,0
I am hate my family although they are the only one who love and care about me.,1128340386,betrayal,care,care_31030200,1128340386,1,1,0
I am head to prison in 5 days. And I am not ready this time round.,3605206592,harm subversion,oppression,prison synset-prison-noun-1,3605206592,2,1,0
I am heckle at trivia for supposedly cheat and I yell back at the individual.,690690940,cheating,subversion harm,synset-swindle-noun-1 offenses,690690940,1,2,0
I am in a relationship with a girl I meet online and I never tell my family about it and never will.,3715048236,betrayal subversion,loyalty,cometogether,3715048236,2,1,0
"I am in love with my best friend, who happen to be a good friend girlfriend.",4090436291,betrayal,harm,happen_48030000 destroying,4090436291,1,1,0
I am in love with two girl and I cannot meet them irl.help.,1606358157,betrayal,loyalty,cometogether,1606358157,1,1,0
I am intentionally put myself in a position to become a drug addict.,1550457008,harm,degradation care,synset-drug-noun-1,1550457008,1,2,0
"I am leave for work, heckle a large rottweiler and get my Ferragamo loafer chew up.",3375897988,harm,harm,synset-chew-verb-1,3375897988,1,1,1
I am live the consequence of my past drug abuse and my husband STILL hasn't figure it out.,2796232615,cheating betrayal,degradation care harm,synset-maltreatment-noun-1 abusing synset-drug-noun-1,2796232615,2,3,0
I am mad at my parent for buy expensive thing for my brother when to me they say to earn my own money.,1216619649,harm,authority,synset-parent-noun-1,1216619649,1,1,0
I am mad that my dad wouldn't co-sign on my car loan unless I buy a car he agree to.,3239189661,cheating,fairness,synset-agree-verb-1,3239189661,1,1,0
I am married and I want to bang a hot coworker who be into me.,2557416788,harm betrayal degradation cheating subversion,harm,synset-slam-verb-2,2557416788,5,1,1
"I am married, but in love with a married co-worker of a different race.",1984895216,cheating betrayal,loyalty,collaboration synset-colleague-noun-1,1984895216,2,1,0
I am mean to woman because they swipe me leave on Tinder too much.,155850599,harm,harm,causeharm synset-swipe-verb-1,155850599,1,1,1
I am more than 3 quarter through my course and I haven't get any physical proof of work.,1580343103,cheating subversion,harm,synset-one-fourth-noun-1 killing,1580343103,2,1,0
"I am motivate by hate in every way, but it help me too much to stop.",870651862,harm,care harm,synset-hate-noun-1 synset-help-verb-1 help_72000100 assistance,870651862,1,2,1
I am my own bad enemy and attack myself. I want to self harm.,2247693574,harm,harm,synset-injury-noun-1 attack synset-attack-noun-1,2247693574,1,1,1
"I am not attract to actual people, only to anime character.",1936463156,harm betrayal degradation cheating subversion,harm,synset-attract-verb-1,1936463156,5,1,1
"I am not suicidal, but sometimes I think about it for revenge.",2972390948,harm betrayal,harm,synset-retaliation-noun-1,2972390948,2,1,1
I am nota racist but every time I drink I yell racial slur at people from my apartment window.,650125773,harm cheating,cheating harm,synset-racist-noun-1,650125773,2,2,2
"I am obsess with the idea of be a serial impregnator, but I don't want to ruin anyone's life.",4058652805,harm,harm,destroying synset-destroy-verb-2 ruin_44000000,4058652805,1,1,1
"I am one of the bad employees, but yet I still keep get promoted and recently get a very lucrative job offer.",818489053,cheating,care oppression,synset-keep-verb-1,818489053,1,2,0
I am overwhelm with guilt over a friend who disappear even though the cop know what really happen.,3980534772,harm,care harm,happen_48030000 destroying synset-bull-noun-5,3980534772,1,2,1
I am partially responsible for 1 death and 7 injured people.,2412844380,harm,harm,death synset-death-noun-1,2412844380,1,1,1
"I am physically and mentally sick, and I would rather he homeless than spend another day be abuse by my wife's family.",3652266564,harm,harm,synset-maltreatment-noun-1 abusing,3652266564,1,1,1
I am pretty blunt when I give my opinion to the other staff members.,1133451392,harm subversion,care,synset-staff-noun-1,1133451392,2,1,0
I am pretty happy about the dead bum that get find behind where I work.,2369460513,cheating,care,synset-detect-verb-1,2369460513,1,1,0
I am project my own infidelity on my gf. And it hurt to suffer from constant jealousy.,770187025,harm,betrayal cheating harm,causeharm catastrophe synset-ache-verb-3 synset-infidelity-noun-1 suffer_31030400 synset-suffer-verb-2 hurt_40081000 experiencebodilyharm,770187025,1,3,1
I am quite good and enjoy use the Internet to find out everything about people.,1743133895,harm subversion,care,synset-detect-verb-1,1743133895,2,1,0
"I am racist, as racism be a result of clear, rational thought, and not stupidity.",2115116246,harm cheating,cheating harm,synset-racism-noun-2 synset-racist-noun-1,2115116246,2,2,2
I am raise as a Christian mainly by my extremely care grandfather and I am start to doubt my religion but I know it will crush him.,64827074,cheating,care harm,synset-beat-verb-1 synset-care-noun-1,64827074,1,2,0
"I am really lonely, and I am afraid I won't be afraid when my time come because I have nothing to lose.",470950786,harm,harm,synset-lose-verb-1 attack lose_13020000,470950786,1,1,1
I am rude to all doctor whether in social situation or practice - since they are selective over whom they arerate for have tattoo.,40578914,harm degradation,care,synset-doctor-noun-1,40578914,2,1,0
I am sacrifice my psychological and physical health to maintain medical qualification for education.,1264854363,cheating,care oppression,synset-keep-verb-1,1264854363,1,2,0
I am scar of my father for something that happen 8 year ago.,2122061062,harm,harm,happen_48030000 destroying,2122061062,1,1,1
I am secretly go to massage parlor for happy endings..girlfriend have no idea.,1528372290,degradation,care,synset-massage-verb-1,1528372290,1,1,0
I am selfish. I let my best friend in the world suffer for years.,3714520786,harm,harm,catastrophe suffer_31030400 synset-suffer-verb-2,3714520786,1,1,1
I am sell 2 of my Apple stock so that my dad doesn't have to worry about my college textbooks this quarter.,3287098932,subversion,harm,synset-one-fourth-noun-1 killing,3287098932,1,1,0
I am send my dad to the bad retirement home I can find when he is old.,1313740776,harm,care,synset-detect-verb-1,1313740776,1,1,0
"I am sick and tired of people make excuses, sick of this war.",2412189024,betrayal degradation,harm,synset-war-noun-1,2412189024,2,1,0
I am so annoyed that people I know treat be single like an illness.,531109835,cheating,care,synset-dainty-noun-1,531109835,1,1,0
I am so jealous when people post about their sobriety. The man I love die an addict.,4231601588,harm,harm,death die_48020000 synset-die-verb-1,4231601588,1,1,1
I am somewhat of a hypocrite for post mock content on the internet about people who stoop to low of humanity on the internet.,985607671,harm,care,synset-humanness-noun-1,985607671,1,1,0
I am start to think that I might be on the autism spectrum.,1710101747,harm,fairness,regard,1710101747,1,1,0
I am the guy who keep tell people who be suicidal to jump and do a flip.,2510756121,degradation,care oppression,synset-keep-verb-1,2510756121,1,2,0
I am tire of all the hate in the world and like to imagine what it would be like if everyone find mutual ground and get along.,3911724208,harm,care harm,synset-hate-noun-1 synset-detect-verb-1,3911724208,1,2,1
I am tire of my sister-in-law and wish we never try to help her have a good life.,2258967622,betrayal,care,synset-help-verb-1 help_72000100 assistance,2258967622,1,1,0
I am tire of torture myself when I think about my cheating ex who give me mycoplasma.,442375855,cheating betrayal,fairness harm,regard synset-torture-noun-5,442375855,2,2,0
I am too in love with the woman I am cheat on my wife with.,1529549898,cheating betrayal,subversion harm,synset-swindle-noun-1 offenses,1529549898,2,2,0
I am too obsess with my partner to the point I already want to marry them after only a few month.,2780898001,betrayal harm,loyalty,synset-spouse-noun-1,2780898001,2,1,0
"I am try really hard to get my unread notification to 1k. Idk why. I am at 764 right now, please comment to help lol.",1206659090,betrayal,care harm,attack please_31010000 assistance help_72000100 synset-help-verb-1,1206659090,1,2,0
